pos_izq,pos_der,vel_izq,vel_der,yaw,error_traj,delta_v,dist_restante,reward,done
97,-101,-219,-299,2,0,12.9381,0.432,0,0
88,-119,-221,-296,1,0,12.0135,0.404,0,0
74,123,-217,-292,1,0,4.72955,0.404,0,0
66,110,-217,-295,0,0,4.28354,0.404,0,0
49,90,-232,-281,-2,0,1.17475,0.385,0,0
41,80,-236,-276,-2,0,0.686809,0.385,0,0
29,66,-239,-275,-2,0,0.639889,0.368,0,0
18,55,-248,-266,-3,0,-1.27715,0.368,0,0
6,42,-253,-266,-3,0,-1.44445,0.368,0,0
-3,32,-253,-263,-4,0,-2.21549,0.361,0,0
-16,19,-254,-259,-4,0,-2.68526,0.361,0,0
-25,10,-260,-258,-4,0,-3.83116,0.361,0,0
-43,-8,-256,-256,-4,0,-3.87553,0.34,0,0
-55,-19,-258,-251,-4,0,-4.72884,0.34,0,0
-70,-34,-262,-245,-3,0,-5.2534,0.319,0,0
-94,-56,-261,-254,-3,0,-1.75447,0.319,0,0
-105,-66,-265,-248,-3,0,-0.171594,0.319,0,0
-121,-82,-268,-243,-3,0,2.43479,0.304,0,0
120,-96,-266,-248,-3,0,-0.787428,0.304,0,0
105,-112,-255,-262,-2,0,2.73967,0.285,0,0
95,-121,-246,-267,-2,0,4.33109,0.285,0,0
81,120,-238,-269,-4,0,-1.95395,0.285,0,0
70,105,-233,-281,-10,0,-4.29863,0.268,0,0
55,90,-264,-266,-18,0,-12.0061,0.268,0,0
37,74,-283,-247,-18,0,-13.8367,0.207,0,0
25,62,-284,-213,-20,0,-19.3591,0.207,0,0
2,46,-299,-211,-20,0,-22.2224,0.214,0,0
-13,36,-299,-212,-17,0,-20.729,0.214,0,0
-37,20,-309,-196,-15,0,-22.8945,0.19,0,0
-53,10,-317,-198,-13,0,-23.3933,0.19,0,0
-73,-2,-317,-194,-11,0,-23.4291,0.197,0,0
-88,-11,-312,-189,-8,0,-19.1089,0.197,0,0
-104,-22,-315,-192,-8,0,-17.1397,0.171,0,0
-126,-34,-309,-192,-5,0,-9.38177,0.171,0,0
117,-44,-306,-209,-2,0,-10.4539,0.152,0,0
91,-61,-300,-208,-2,0,-9.29141,0.152,0,0
80,-70,-293,-227,0,0,-5.06766,0.152,0,0
61,-84,-285,-231,2,0,-2.39979,0.131,0,0
45,-97,-280,-236,3,0,-0.593947,0.131,0,0
28,-112,-265,-251,3,0,2.80764,0.115,0,0
17,-125,-243,-266,3,0,7.77034,0.115,0,0
4,118,-231,-266,0,0,4.49808,0.091,0,0
-15,97,-264,-274,-9,0,-4.25504,0.091,0,0
-25,85,-285,-262,-20,0,-13.8872,0.07,0,0
-47,66,-263,-236,-20,0,-13.6272,0.07,0,0
-58,56,-281,-217,-18,0,-16.6574,0.07,0,0
-83,38,-290,-211,-18,0,-19.8766,0.059,0,0
-97,26,-308,-209,-15,0,-19.8853,0.059,0,0
-115,14,-307,-207,-14,0,-15.0233,0.045,0,0
123,4,-307,-211,-14,0,-18.6455,0.045,0,0
106,-8,-301,-211,-10,0,-15.0952,0.024,0,0
88,-22,-302,-219,-10,0,-14.4172,0.024,0,0
72,-32,-288,-217,-8,0,-11.7915,0.024,0,0
55,-46,-298,-222,-7,0,0,-0.000999996,0,1
19,-75,0,0,-4,0,-1.63409,0.016,0,0
19,-75,0,0,-7,0,-3.64574,0.016,0,0
19,-76,-6,-8,-8,0,-5.2263,0.016,0,0
9,-83,-228,-181,-8,0,-8.92262,0.146,0,0
-6,-98,-297,-284,-6,0,-3.76399,0.146,0,0
-19,-116,-302,-251,-4,0,-7.34251,0.258,0,0
-42,-128,-293,-243,-4,0,-7.76437,0.258,0,0
-52,118,-276,-245,-6,0,-4.27814,0.258,0,0
-69,102,-268,-240,-9,0,-4.74202,0.373,0,0
-80,94,-266,-237,-9,0,-4.43286,0.373,0,0
-93,80,-244,-241,-11,0,-0.390748,0.373,0,0
-107,68,-249,-241,-11,0,0.321047,0.411,0,0
-118,57,-263,-215,-11,0,-2.01415,0.411,0,0
119,42,-277,-261,-10,0,-6.28608,0.396,0,0
107,29,-281,-264,-10,0,-6.55646,0.396,0,0
95,16,-274,-247,-9,0,-7.23434,0.384,0,0
77,3,-278,-245,-9,0,-8.26623,0.384,0,0
66,-7,-272,-246,-9,0,-7.63753,0.384,0,0
54,-18,-271,-241,-9,0,-8.31667,0.384,0,0
43,-28,-273,-240,-8,0,-8.13379,0.365,0,0
30,-40,-278,-234,-8,0,-9.29662,0.365,0,0
16,-51,-274,-243,-7,0,-7.17084,0.341,0,0
1,-64,-283,-236,-6,0,-8.46748,0.341,0,0
-10,-74,-281,-235,-5,0,-8.02666,0.341,0,0
-30,-90,-277,-239,-5,0,-7.59722,0.324,0,0
-43,-101,-279,-234,-4,0,-7.87726,0.324,0,0
-55,-112,-278,-235,-3,0,-6.7417,0.305,0,0
-73,-126,-275,-241,-3,0,-4.65373,0.305,0,0
-84,120,-278,-239,-3,0,-2.23549,0.305,0,0
-103,103,-273,-244,-2,0,2.1856,0.283,0,0
-115,92,-268,-248,-2,0,6.36522,0.283,0,0
125,76,-256,-251,-1,0,0.660996,0.277,0,0
109,62,-252,-262,-1,0,2.50649,0.277,0,0
99,48,-251,-263,-1,0,2.61377,0.26,0,0
82,32,-251,-266,-1,0,2.72208,0.26,0,0
73,18,-253,-262,-2,0,1.25374,0.26,0,0
53,2,-249,-267,-2,0,1.96083,0.224,0,0
43,-9,-248,-267,-2,0,1.91222,0.224,0,0
27,-28,-228,-279,-2,0,6.10403,0.212,0,0
16,-41,-236,-279,-10,0,-0.523709,0.212,0,0
6,-54,-241,-272,-10,0,-1.66679,0.184,0,0
-13,-74,-251,-272,-10,0,-2.33021,0.184,0,0
-22,-83,-279,-250,-23,0,-19.1508,0.184,0,0
-47,-104,-267,-236,-23,0,-19.9339,0.171,0,0
-63,-119,-277,-232,-22,0,-21.2407,0.171,0,0
-78,126,-294,-204,-20,0,-19.1434,0.172,0,0
-93,116,-306,-206,-18,0,-19.7004,0.172,0,0
-112,104,-315,-208,-16,0,-16.4374,0.139,0,0
126,92,-314,-211,-16,0,-24.2331,0.139,0,0
112,80,-308,-207,-14,0,-21.8451,0.139,0,0
91,66,-306,-198,-11,0,-19.89,0.123,0,0
71,55,-314,-194,-11,0,-20.3455,0.123,0,0
49,41,-310,-199,-9,0,-17.4307,0.101,0,0
37,30,-309,-203,-7,0,-15.9281,0.101,0,0
12,16,-310,-210,-5,0,-14.8443,0.079,0,0
1,9,-303,-212,-3,0,-12.9826,0.079,0,0
-23,-8,-287,-219,0,0,-9.40248,0.063,0,0
-33,-15,-297,-219,0,0,-10.7056,0.063,0,0
-47,-29,-311,-223,2,0,-10.9896,0.063,0,0
-73,-44,-305,-219,5,0,-6.52284,0.04,0,0
-90,-60,-310,-221,9,0,-0.239704,0.029,0,0
-109,-70,-306,-234,14,0,9.58452,0.029,0,0
-124,-84,-279,-240,18,0,19.5716,0.029,0,0
111,-102,-256,-251,21,0,16.4073,0.024,0,0
101,-115,-224,-292,22,0,24.6038,0.00800001,0,0
83,118,-192,-291,22,0,23.2549,0.00800001,0,0
76,106,-179,-308,22,0,28.201,0.00800001,0,0
62,81,-176,-323,20,0,0,-0.013,0,1
43,52,0,0,18,0,18.9815,0.023,0,0
43,52,0,0,18,0,18.9815,0.023,0,0
43,52,0,0,12,0,15.1806,0.023,0,0
39,50,-84,-61,12,0,4.49656,0.207,0,0
32,40,-200,-297,6,0,14.0432,0.207,0,0
19,23,-242,-323,1,0,9.88325,0.405,0,0
3,4,-252,-301,1,0,7.44788,0.405,0,0
-5,-10,-237,-284,6,0,11.4965,0.539,0,0
-29,-36,-231,-283,6,0,13.0077,0.539,0,0
-38,-47,-230,-280,6,0,12.6209,0.606,0,0
-56,-68,-229,-281,10,0,15.0543,0.606,0,0
-68,-84,-224,-293,10,0,17.0025,0.606,0,0
-81,-101,-216,-298,17,0,23.6559,0.624,0,0
-92,-117,-216,-297,24,0,30.5654,0.624,0,0
-107,118,-199,-311,27,0,43.1378,0.628,0,0
-115,106,-187,-266,32,0,45.8599,0.628,0,0
-124,89,-169,-307,32,0,52.4921,0.636,0,0
125,78,-148,-287,35,0,42.0468,0.636,0,0
119,64,-131,-308,36,0,49.1592,0.634,0,0
111,41,-93,-333,36,0,56.6031,0.634,0,0
109,27,-84,-333,33,0,55.5703,0.634,0,0
103,7,-83,-329,28,0,51.5305,0.606,0,0
100,-6,-80,-323,28,0,51.0796,0.606,0,0
96,-19,-82,-323,28,0,50.6593,0.606,0,0
91,-36,-87,-310,21,0,43.4893,0.586,0,0
87,-50,-93,-312,21,0,42.8034,0.586,0,0
84,-66,-99,-321,15,0,38.8356,0.586,0,0
77,-85,-115,-315,12,0,33.7805,0.57,0,0
71,-99,-126,-317,10,0,31.0055,0.57,0,0
64,-117,-144,-317,5,0,25.0186,0.548,0,0
54,122,-151,-319,5,0,20.5291,0.548,0,0
47,102,-177,-316,0,0,12.3732,0.537,0,0
32,80,-182,-313,0,0,11.7193,0.537,0,0
22,64,-217,-297,-4,0,3.70763,0.512,0,0
6,44,-213,-297,-4,0,5.21482,0.512,0,0
-3,31,-237,-278,-7,0,-0.844378,0.512,0,0
-21,12,-251,-264,-8,0,-4.58764,0.503,0,0
-31,1,-254,-260,-8,0,-5.78437,0.503,0,0
-43,-11,-250,-262,-8,0,-4.95831,0.476,0,0
-54,-22,-243,-267,-10,0,-4.50413,0.476,0,0
-64,-33,-252,-262,-10,0,-6.54923,0.476,0,0
-75,-45,-271,-244,-15,0,-15.2548,0.447,0,0
-94,-60,-281,-242,-15,0,-15.7841,0.447,0,0
-103,-68,-299,-231,-28,0,-28.3033,0.409,0,0
-128,-86,-295,-213,-28,0,-23.7757,0.409,0,0
117,-94,-295,-192,-27,0,-26.3987,0.409,0,0
101,-104,-312,-170,-24,0,-29.5122,0.396,0,0
84,-113,-321,-176,-24,0,-29.5809,0.396,0,0
68,-122,-312,-175,-21,0,-26.3227,0.382,0,0
45,122,-314,-168,-19,0,-28.8703,0.382,0,0
29,112,-312,-178,-17,0,-25.7466,0.382,0,0
10,102,-316,-176,-14,0,-25.371,0.369,0,0
-4,95,-315,-175,-14,0,-25.8044,0.369,0,0
-27,82,-313,-179,-11,0,-23.5993,0.365,0,0
-39,75,-317,-178,-8,0,-23.4134,0.365,0,0
-57,65,-317,-183,-5,0,-21.6984,0.342,0,0
-76,54,-313,-188,-5,0,-19.3308,0.342,0,0
-91,45,-316,-196,-3,0,-15.1572,0.342,0,0
-115,30,-314,-203,0,0,-6.59235,0.325,0,0
-126,21,-308,-214,2,0,0.234486,0.325,0,0
115,11,-294,-222,4,0,-3.28263,0.31,0,0
95,-5,-275,-227,4,0,-0.808558,0.31,0,0
83,-15,-268,-243,6,0,3.02985,0.31,0,0
71,-26,-276,-236,6,0,1.06554,0.291,0,0
60,-34,-284,-233,10,0,2.28063,0.291,0,0
46,-48,-268,-248,16,0,9.73874,0.278,0,0
24,-66,-256,-271,16,0,14.1262,0.278,0,0
13,-80,-243,-297,31,0,28.9958,0.278,0,0
-5,-102,-234,-313,37,0,35.7532,0.278,0,0
-14,-115,-216,-281,37,0,33.6643,0.278,0,0
-23,123,-159,-303,37,0,44.2835,0.249,0,0
-33,105,-133,-314,36,0,46.4998,0.249,0,0
-37,90,-116,-309,33,0,45.0741,0.249,0,0
-45,71,-108,-318,33,0,46.5596,0.215,0,0
-50,56,-104,-315,28,0,42.936,0.215,0,0
-55,43,-103,-315,26,0,40.9356,0.19,0,0
-62,21,-105,-315,26,0,39.5184,0.19,0,0
-67,6,-115,-317,20,0,34.9041,0.19,0,0
-75,-14,-123,-316,15,0,30.3927,0.176,0,0
-79,-28,-134,-316,11,0,26.2867,0.176,0,0
-88,-44,-147,-323,9,0,23.7299,0.17,0,0
-99,-66,-169,-328,9,0,21.8749,0.17,0,0
-105,-78,-181,-329,6,0,19.0554,0.17,0,0
-119,-105,-149,-330,-1,0,15.8201,0.152,0,0
-127,-121,-201,-318,-1,0,15.2161,0.176,0,0
113,112,-247,-318,-1,0,5.53506,0.176,0,0
97,92,-230,-284,-26,0,-13.1551,0.176,0,0
85,76,-215,-272,-25,0,-11.9618,0.14,0,0
66,56,-247,-248,-25,0,-15.8111,0.101,0,0
44,36,-291,-234,-25,0,-22.7183,0.101,0,0
23,16,-294,-232,-24,0,-23.7908,0.083,0,0
-9,-6,-298,-214,-23,0,-26.1897,0.083,0,0
-23,-14,-321,-194,-21,0,-29.4096,0.077,0,0
-47,-29,-315,-191,-21,0,-29.6553,0.077,0,0
-63,-39,-306,-177,-19,0,-29.0951,0.077,0,0
-86,-52,-309,-172,-16,0,-24.8925,0.047,0,0
-101,-59,-312,-164,-13,0,-21.5192,0.047,0,0
-117,-68,-315,-175,-13,0,-18.6222,0.035,0,0
119,-80,-313,-190,-10,0,-18.1289,0.035,0,0
105,-89,-309,-204,-7,0,0,-0.000999996,0,1
75,-110,0,0,-5,0,9.33602,0.025,0,0
75,-110,0,0,-5,0,9.33602,0.025,0,0
69,-115,-220,-268,-2,0,6.86748,0.176,0,0
49,118,-253,-318,2,0,4.4683,0.176,0,0
28,92,-245,-298,2,0,4.26333,0.365,0,0
15,76,-237,-273,4,0,4.87353,0.365,0,0
-7,51,-242,-268,5,0,5.74967,0.48,0,0
-17,40,-244,-273,5,0,6.27603,0.48,0,0
-37,18,-241,-274,5,0,6.9224,0.568,0,0
-48,5,-240,-272,5,0,7.22736,0.568,0,0
-64,-15,-240,-271,9,0,11.1226,0.607,0,0
-81,-30,-240,-239,9,0,8.73509,0.607,0,0
-97,-49,-223,-259,6,0,12.2749,0.607,0,0
-112,-66,-219,-284,5,0,16.1013,0.614,0,0
-127,-86,-245,-302,4,0,15.8978,0.614,0,0
113,-105,-242,-304,4,0,12.5284,0.614,0,0
104,-118,-229,-289,4,0,12.4841,0.614,0,0
90,122,-216,-289,4,0,7.76265,0.604,0,0
83,110,-217,-292,2,0,6.44002,0.604,0,0
67,91,-222,-291,2,0,5.94123,0.592,0,0
59,80,-240,-275,0,0,2.34269,0.592,0,0
45,66,-264,-266,3,0,2.09945,0.578,0,0
27,48,-277,-258,3,0,0.199485,0.578,0,0
13,36,-271,-252,11,0,5.36014,0.578,0,0
-2,20,-254,-263,19,0,14.9243,0.539,0,0
-11,10,-246,-290,32,0,29.3353,0.539,0,0
-28,-10,-226,-306,32,0,33.6495,0.53,0,0
-36,-22,-213,-318,44,0,44.1743,0.53,0,0
-45,-44,-152,-312,46,0,49.3271,0.341,0,0
-55,-64,-114,-298,45,0,47.9633,0.341,0,0
-60,-77,-90,-299,44,0,47.8053,0.341,0,0
-67,-98,-87,-311,44,0,48.877,0.504,0,0
-71,-112,-97,-320,39,0,45.2984,0.504,0,0
-76,123,-102,-324,34,0,56.8981,0.474,0,0
-83,106,-107,-314,34,0,53.6075,0.474,0,0
-89,87,-99,-316,31,0,50.1387,0.445,0,0
-93,72,-91,-316,28,0,46.9776,0.445,0,0
-97,61,-88,-314,25,0,44.0076,0.445,0,0
-103,36,-94,-322,25,0,41.2843,0.417,0,0
-107,25,-99,-331,16,0,35.712,0.417,0,0
-113,7,-116,-310,16,0,32.9693,0.4,0,0
-120,-8,-131,-305,16,0,32.4952,0.4,0,0
-125,-21,-145,-315,11,0,28.3215,0.4,0,0
120,-42,-161,-318,7,0,27.0225,0.386,0,0
109,-65,-165,-314,7,0,25.4941,0.386,0,0
95,-90,-173,-320,3,0,21.1568,0.367,0,0
82,-112,-176,-318,-2,0,16.805,0.341,0,0
69,120,-180,-314,-2,0,9.78476,0.341,0,0
56,99,-193,-308,-5,0,5.14181,0.341,0,0
43,78,-206,-311,-7,0,3.41708,0.333,0,0
29,56,-210,-297,-7,0,2.74584,0.314,0,0
18,44,-229,-280,-11,0,-3.35086,0.314,0,0
2,26,-243,-267,-14,0,-7.7003,0.308,0,0
-19,3,-248,-256,-14,0,-9.7309,0.308,0,0
-36,-14,-270,-245,-14,0,-14.6669,0.302,0,0
-64,-40,-273,-237,-13,0,-15.199,0.302,0,0
-86,-58,-275,-241,-13,0,-14.7532,0.262,0,0
-105,-74,-270,-236,-14,0,-11.8046,0.262,0,0
-123,-89,-280,-227,-14,0,-9.75332,0.295,0,0
114,-104,-292,-216,-19,0,-17.7247,0.295,0,0
101,-114,-299,-213,-32,0,-27.3524,0.215,0,0
81,124,-314,-235,-32,0,-28.4596,0.215,0,0
53,107,-316,-215,-47,0,-41.3587,0.207,0,0
32,94,-309,-172,-55,0,-51.5338,0.207,0,0
13,83,-291,-158,-53,0,-48.6177,0.179,0,0
-11,71,-310,-138,-53,0,-53.6255,0.179,0,0
-31,64,-307,-96,-49,0,-57.7943,0.171,0,0
-45,59,-307,-91,-45,0,-56.2992,0.171,0,0
-65,54,-320,-90,-41,0,-55.4343,0.176,0,0
-85,48,-316,-84,-37,0,-47.4359,0.176,0,0
-103,44,-315,-83,-37,0,-42.4166,0.176,0,0
-121,38,-312,-96,-29,0,-31.385,0.176,0,0
116,32,-316,-107,-29,0,-47.7053,0.154,0,0
101,27,-321,-120,-26,0,-43.7348,0.154,0,0
84,19,-316,-156,-23,0,-34.9519,0.154,0,0
70,13,-313,-129,-23,0,-37.5862,0.176,0,0
55,8,-314,-117,-19,0,-35.9066,0.176,0,0
41,1,-307,-138,-16,0,-29.6134,0.176,0,0
25,-6,-310,-140,-13,0,-27.6754,0.101,0,0
9,-13,-320,-153,-13,0,-27.7691,0.101,0,0
-8,-21,-310,-165,-10,0,-23.9383,0.078,0,0
-21,-30,-317,-169,-6,0,-21.9817,0.078,0,0
-50,-44,-314,-177,-3,0,-19.4877,0.054,0,0
-67,-54,-318,-194,-3,0,-16.7717,0.054,0,0
-89,-68,-311,-205,1,0,-8.60789,0.04,0,0
-103,-78,-306,-204,3,0,-3.58632,0.04,0,0
-119,-91,-295,-225,5,0,4.27509,0.024,0,0
117,-104,-288,-230,5,0,0.167092,0.024,0,0
106,-117,-257,-263,8,0,9.32962,0.00700001,0,0
86,122,-253,-270,8,0,5.36777,0.00700001,0,0
77,114,-245,-273,8,0,6.32686,0.00700001,0,0
63,94,-228,-281,8,0,0,-0.000999996,0,1
49,78,2,0,3,0,7.38335,0.109,0,0
49,78,0,0,3,0,7.25288,0.109,0,0
41,70,-187,-247,19,0,17.6299,0.235,0,0
32,59,-259,-299,30,0,24.5158,0.235,0,0
11,33,-265,-291,42,0,33.0786,0.449,0,0
-9,11,-235,-296,58,0,49.2536,0.449,0,0
-25,-12,-181,-314,71,0,64.5426,0.501,0,0
-35,-32,-164,-316,86,0,77.4127,0.501,0,0
-48,-60,-137,-314,93,0,85.8069,0.449,0,0
-56,-83,-76,-310,101,0,93.2027,0.188,0,0
-61,-106,-57,-314,101,0,95.623,0.188,0,0
-63,-120,-39,-317,106,0,101.135,0.188,0,0
-63,118,-29,-251,108,0,85.621,0.431,0,0
-63,106,-13,-288,108,0,93.0879,0.431,0,0
-64,88,-6,-306,106,0,96.0046,0.403,0,0
-65,74,-11,-316,104,0,96.2099,0.403,0,0
-65,58,-11,-329,104,0,98.4076,0.403,0,0
-65,38,-10,-329,97,0,94.7524,0.392,0,0
-65,26,-6,-315,89,0,88.7664,0.392,0,0
-65,8,-2,-309,89,0,89.0749,0.392,0,0
-65,-8,-2,-316,81,0,84.0587,0.392,0,0
-65,-27,0,-315,81,0,84.5304,0.392,0,0
-65,-42,0,-315,73,0,79.0903,0.396,0,0
-65,-56,0,-316,73,0,79.4235,0.396,0,0
-66,-78,-2,-317,73,0,79.8768,0.424,0,0
-67,-90,-21,-319,64,0,70.2475,0.424,0,0
-70,-106,-60,-320,64,0,67.2178,0.424,0,0
-74,-126,-56,-311,55,0,60.7476,0.447,0,0
-77,117,-56,-312,49,0,65.7121,0.447,0,0
-79,101,-57,-315,42,0,60.7263,0.468,0,0
-83,83,-64,-313,42,0,57.06,0.468,0,0
-86,64,-74,-313,36,0,50.2874,0.468,0,0
-91,46,-77,-311,33,0,46.7443,0.612,0,0
-95,30,-85,-315,33,0,46.1973,0.612,0,0
-99,18,-98,-317,30,0,43.4455,0.606,0,0
-106,-1,-107,-315,30,0,43.2531,0.606,0,0
-109,-16,-116,-321,22,0,36.4987,0.606,0,0
-117,-34,-119,-315,19,0,34.384,0.57,0,0
-121,-46,-121,-314,19,0,34.4234,0.57,0,0
-127,-60,-129,-318,16,0,32.1317,0.547,0,0
122,-74,-144,-316,11,0,31.559,0.547,0,0
113,-92,-151,-317,11,0,29.6691,0.547,0,0
107,-104,-161,-317,7,0,24.5593,0.53,0,0
97,-124,-161,-315,4,0,21.4037,0.53,0,0
92,121,-171,-312,4,0,15.9256,0.53,0,0
79,100,-188,-315,4,0,14.0143,0.51,0,0
72,85,-206,-305,-2,0,6.14763,0.51,0,0
54,61,-211,-293,-4,0,3.99435,0.494,0,0
44,48,-223,-284,-4,0,2.6217,0.494,0,0
34,34,-248,-272,-5,0,-0.502254,0.474,0,0
16,18,-253,-266,-6,0,-2.22569,0.474,0,0
7,8,-258,-260,-6,0,-3.66332,0.459,0,0
-15,-13,-269,-251,-6,0,-7.2644,0.459,0,0
-27,-26,-257,-248,-6,0,-5.85187,0.459,0,0
-45,-42,-261,-250,-5,0,-5.3151,0.436,0,0
-54,-51,-271,-249,-5,0,-6.93898,0.436,0,0
-72,-68,-271,-241,-5,0,-8.04373,0.422,0,0
-93,-85,-270,-238,-4,0,-4.29607,0.422,0,0
-115,-106,-281,-232,-3,0,-1.0482,0.401,0,0
126,-117,-281,-232,-3,0,-3.47364,0.401,0,0
115,-128,-273,-248,-2,0,-0.240104,0.384,0,0
94,110,-265,-249,-2,0,-4.01909,0.384,0,0
86,102,-260,-244,-1,0,-2.8607,0.384,0,0
68,86,-266,-253,-1,0,-1.90316,0.361,0,0
58,77,-265,-248,-1,0,-2.15347,0.361,0,0
46,65,-262,-254,0,0,-0.629772,0.361,0,0
27,47,-263,-248,0,0,-1.331,0.348,0,0
14,34,-265,-254,0,0,-1.08122,0.348,0,0
-5,16,-264,-256,0,0,-1.25856,0.324,0,0
-14,6,-260,-251,0,0,-1.6057,0.324,0,0
-29,-7,-261,-256,0,0,-1.2033,0.314,0,0
-44,-22,-265,-248,0,0,-3.09813,0.314,0,0
-60,-38,-260,-250,1,0,-1.12677,0.348,0,0
-79,-54,-260,-254,1,0,-0.437001,0.348,0,0
-89,-65,-265,-253,1,0,0.813537,0.289,0,0
-106,-82,-261,-256,1,0,4.87511,0.289,0,0
-116,-91,-262,-251,2,0,6.98913,0.289,0,0
122,-109,-254,-265,2,0,6.05618,0.258,0,0
111,-120,-245,-265,2,0,7.00214,0.258,0,0
97,120,-246,-272,2,0,2.05106,0.235,0,0
82,104,-243,-279,1,0,2.80031,0.235,0,0
71,90,-245,-263,1,0,1.71887,0.235,0,0
54,72,-243,-261,1,0,1.96915,0.216,0,0
43,60,-252,-264,0,0,1.05176,0.216,0,0
31,49,-250,-260,0,0,0.978149,0.216,0,0
16,33,-252,-258,0,0,0.911583,0.197,0,0
6,18,-252,-262,0,0,1.37675,0.197,0,0
-9,7,-251,-264,0,0,2.08285,0.178,0,0
-20,-4,-250,-258,0,0,1.11652,0.178,0,0
-36,-22,-253,-265,0,0,1.58335,0.178,0,0
-48,-33,-254,-260,0,0,0.731861,0.176,0,0
-59,-46,-254,-264,-1,0,0.760809,0.176,0,0
-75,-61,-249,-261,-1,0,1.26214,0.176,0,0
-88,-76,-251,-264,-1,0,1.95025,0.176,0,0
-109,-98,-253,-259,-1,0,4.95902,0.13,0,0
-122,-114,-249,-262,-1,0,7.90953,0.13,0,0
112,122,-252,-264,-1,0,-1.42084,0.105,0,0
99,106,-240,-266,-1,0,0.958214,0.105,0,0
79,86,-245,-274,-1,0,1.73396,0.083,0,0
66,72,-246,-275,-2,0,1.29053,0.083,0,0
48,51,-243,-268,-3,0,0.650013,0.061,0,0
26,28,-251,-257,-3,0,-0.797242,0.061,0,0
15,16,-251,-263,-3,0,-0.274774,0.061,0,0
-2,-2,-252,-263,-3,0,-0.295094,0.041,0,0
-15,-13,-259,-254,-3,0,-2.97415,0.041,0,0
-25,-24,-260,-251,-3,0,-3.5753,0.024,0,0
-46,-44,-256,-253,-3,0,-2.49251,0.024,0,0
-61,-58,-264,-251,-3,0,-3.93816,0.012,0,0
-76,-73,-262,-253,-2,0,-2.43683,0.012,0,0
-89,-85,-261,-250,-2,0,0,-0.00699999,0,1
-114,-112,0,0,62,0,58.8089,0.176,0,0
-114,-112,0,0,62,0,58.8089,0.176,0,0
-114,-114,0,-179,62,0,74.0871,0.176,0,0
-118,120,-94,-345,102,0,99.5337,0.251,0,0
-125,96,-89,-325,102,0,98.6182,0.243,0,0
127,77,-64,-314,102,0,95.6286,0.243,0,0
125,61,-49,-267,107,0,92.5438,0.243,0,0
125,43,-14,-294,112,0,101.611,0.258,0,0
125,33,-14,-314,112,0,104.215,0.258,0,0
125,18,-6,-290,113,0,102.747,0.258,0,0
125,0,-2,-308,109,0,102.984,0.254,0,0
125,-14,0,-321,109,0,104.587,0.254,0,0
125,-37,0,-326,109,0,105.045,0.233,0,0
125,-48,0,-313,96,0,97.2292,0.233,0,0
125,-66,0,-316,96,0,97.7021,0.212,0,0
125,-82,0,-314,93,0,96.5612,0.212,0,0
125,-95,0,-311,85,0,93.495,0.212,0,0
125,-112,0,-306,85,0,93.3231,0.207,0,0
125,-126,0,-310,85,0,93.8397,0.207,0,0
125,116,0,-313,77,0,86.8234,0.207,0,0
125,96,0,-318,77,0,87.576,0.205,0,0
125,83,0,-314,69,0,82.9147,0.205,0,0
125,62,0,-316,61,0,79.683,0.207,0,0
125,50,0,-312,61,0,79.3598,0.207,0,0
124,34,-2,-313,61,0,79.7026,0.207,0,0
123,18,-19,-309,53,0,74.728,0.226,0,0
121,6,-54,-318,53,0,71.9727,0.226,0,0
118,-12,-55,-322,45,0,66.6512,0.304,0,0
115,-30,-51,-311,45,0,65.7455,0.304,0,0
113,-47,-38,-313,39,0,63.3741,0.304,0,0
109,-68,-50,-311,32,0,56.677,0.176,0,0
107,-80,-62,-317,32,0,55.7952,0.176,0,0
102,-104,-80,-314,25,0,48.1764,0.123,0,0
99,-119,-85,-316,25,0,47.6588,0.123,0,0
93,121,-94,-314,16,0,38.7577,0.1,0,0
87,101,-101,-313,16,0,38.0086,0.1,0,0
83,90,-106,-312,13,0,35.0165,0.1,0,0
75,69,-132,-311,13,0,31.0148,0.087,0,0
70,56,-140,-316,7,0,26.1221,0.087,0,0
63,40,-153,-311,3,0,20.542,0.062,0,0
53,22,-164,-315,3,0,19.7008,0.062,0,0
45,10,-182,-313,3,0,17.4618,0.062,0,0
33,-10,-200,-310,-1,0,13.1131,0.049,0,0
24,-24,-205,-314,-6,0,10.2248,0.049,0,0
10,-44,-222,-300,-6,0,7.69228,0.039,0,0
-1,-59,-229,-287,-7,0,4.58134,0.039,0,0
-12,-74,-234,-273,-8,0,1.81989,0.016,0,0
-33,-97,-236,-274,-10,0,0.472481,0.016,0,0
-48,-116,-249,-269,-11,0,0,-0.000999996,0,1
-63,124,0,0,-17,0,-8.1564,0.014,0,0
-63,124,0,0,-17,0,-8.1564,0.014,0,0
-64,123,-35,-55,-29,0,-10.764,0.396,0,0
-73,117,-223,-186,-55,0,-30.198,0.396,0,0
-86,106,-321,-255,-55,0,-33.7221,0.333,0,0
-115,83,-310,-246,-55,0,-33.7411,0.333,0,0
125,73,-310,-174,-86,0,-76.4411,0.333,0,0
111,66,-312,-149,-111,0,-96.1268,0.576,0,0
99,61,-309,-137,-111,0,-96.8172,0.576,0,0
82,56,-316,-60,-127,0,-113.923,0.413,0,0
63,56,-312,-42,-127,0,-113.144,0.413,0,0
51,56,-309,-4,-140,0,-118.574,0.413,0,0
